PRODUCT_CATEGORY,REVENUE,STORE_LOCATION,TRANSACTION_DATE,TRANSACTION_TIME,YEAR,MONTH,MONTH_NAME,DAY_OF_MONTH,DAY_NAME,TIME_BUCKET
Drinking Chocolate,3.5,Hell's Kitchen,2023-02-04,23:02.0,2023,2,Feb,4,Sat,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-12,40:40.0,2023,6,Jun,12,Mon,02. Afternoon
Drinking Chocolate,3.5,Hell's Kitchen,2023-02-25,16:56.0,2023,2,Feb,25,Sat,02. Afternoon
Drinking Chocolate,3.5,Hell's Kitchen,2023-06-11,26:42.0,2023,6,Jun,11,Sun,01. Morning
Bakery,3.5,Hell's Kitchen,2023-06-12,34:48.0,2023,6,Jun,12,Mon,02. Afternoon
Drinking Chocolate,3.5,Astoria,2023-03-02,31:12.0,2023,3,Mar,2,Thu,02. Afternoon
Coffee,3.5,Astoria,2023-06-02,29:44.0,2023,6,Jun,2,Fri,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-12,11:25.0,2023,6,Jun,12,Mon,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-06-12,53:06.0,2023,6,Jun,12,Mon,02. Afternoon
Coffee,3.5,Astoria,2023-05-19,37:51.0,2023,5,May,19,Fri,01. Morning
Bakery,3.5,Hell's Kitchen,2023-05-16,53:37.0,2023,5,May,16,Tue,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-12,12:46.0,2023,6,Jun,12,Mon,01. Morning
Drinking Chocolate,3.5,Lower Manhattan,2023-06-10,51:33.0,2023,6,Jun,10,Sat,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-02-05,23:13.0,2023,2,Feb,5,Sun,01. Morning
Bakery,3.5,Astoria,2023-05-11,30:04.0,2023,5,May,11,Thu,01. Morning
Bakery,3.5,Astoria,2023-03-30,41:36.0,2023,3,Mar,30,Thu,03. Evening
Coffee,3.5,Lower Manhattan,2023-04-28,33:23.0,2023,4,Apr,28,Fri,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-03-13,33:00.0,2023,3,Mar,13,Mon,01. Morning
Bakery,3.5,Lower Manhattan,2023-04-28,50:18.0,2023,4,Apr,28,Fri,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-05-29,59:23.0,2023,5,May,29,Mon,01. Morning
Bakery,3.5,Astoria,2023-02-03,25:12.0,2023,2,Feb,3,Fri,02. Afternoon
Drinking Chocolate,3.5,Astoria,2023-02-24,55:14.0,2023,2,Feb,24,Fri,03. Evening
Bakery,3.5,Lower Manhattan,2023-06-03,33:44.0,2023,6,Jun,3,Sat,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-13,22:54.0,2023,6,Jun,13,Tue,02. Afternoon
Bakery,3.5,Astoria,2023-03-02,18:26.0,2023,3,Mar,2,Thu,03. Evening
Bakery,3.5,Hell's Kitchen,2023-04-04,11:57.0,2023,4,Apr,4,Tue,03. Evening
Bakery,3.5,Lower Manhattan,2023-02-03,57:20.0,2023,2,Feb,3,Fri,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-05-29,38:03.0,2023,5,May,29,Mon,01. Morning
Bakery,3.5,Astoria,2023-03-13,11:08.0,2023,3,Mar,13,Mon,01. Morning
Coffee,3.5,Lower Manhattan,2023-01-31,20:21.0,2023,1,Jan,31,Tue,01. Morning
Bakery,3.5,Hell's Kitchen,2023-05-23,20:12.0,2023,5,May,23,Tue,01. Morning
Bakery,3.5,Hell's Kitchen,2023-05-01,51:00.0,2023,5,May,1,Mon,02. Afternoon
Bakery,3.5,Astoria,2023-02-03,15:01.0,2023,2,Feb,3,Fri,02. Afternoon
Bakery,3.5,Astoria,2023-03-13,44:41.0,2023,3,Mar,13,Mon,01. Morning
Coffee,3.5,Hell's Kitchen,2023-06-27,48:32.0,2023,6,Jun,27,Tue,01. Morning
Bakery,3.5,Astoria,2023-03-30,42:00.0,2023,3,Mar,30,Thu,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-06-13,16:48.0,2023,6,Jun,13,Tue,03. Evening
Coffee,3.5,Astoria,2023-05-07,28:18.0,2023,5,May,7,Sun,01. Morning
Coffee,3.5,Lower Manhattan,2023-03-23,19:02.0,2023,3,Mar,23,Thu,01. Morning
Bakery,3.5,Astoria,2023-04-28,35:45.0,2023,4,Apr,28,Fri,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-02-03,47:36.0,2023,2,Feb,3,Fri,01. Morning
Bakery,3.5,Astoria,2023-03-02,30:06.0,2023,3,Mar,2,Thu,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-07,28:17.0,2023,6,Jun,7,Wed,01. Morning
Coffee,3.5,Lower Manhattan,2023-04-28,01:10.0,2023,4,Apr,28,Fri,02. Afternoon
Coffee,3.5,Astoria,2023-05-25,14:47.0,2023,5,May,25,Thu,02. Afternoon
Coffee,3.5,Hell's Kitchen,2023-06-27,28:22.0,2023,6,Jun,27,Tue,01. Morning
Bakery,3.5,Hell's Kitchen,2023-03-30,10:35.0,2023,3,Mar,30,Thu,03. Evening
Drinking Chocolate,3.5,Astoria,2023-03-13,30:30.0,2023,3,Mar,13,Mon,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-27,26:56.0,2023,6,Jun,27,Tue,01. Morning
Coffee,3.5,Lower Manhattan,2023-06-13,37:54.0,2023,6,Jun,13,Tue,03. Evening
Bakery,3.5,Lower Manhattan,2023-05-25,04:27.0,2023,5,May,25,Thu,02. Afternoon
Bakery,3.5,Astoria,2023-02-03,13:17.0,2023,2,Feb,3,Fri,03. Evening
Bakery,3.5,Astoria,2023-04-20,38:10.0,2023,4,Apr,20,Thu,03. Evening
Bakery,3.5,Lower Manhattan,2023-01-26,21:52.0,2023,1,Jan,26,Thu,01. Morning
Coffee,3.5,Hell's Kitchen,2023-02-24,19:02.0,2023,2,Feb,24,Fri,03. Evening
Bakery,3.5,Lower Manhattan,2023-06-29,22:04.0,2023,6,Jun,29,Thu,02. Afternoon
Bakery,3.5,Astoria,2023-02-24,35:54.0,2023,2,Feb,24,Fri,03. Evening
Coffee,3.5,Lower Manhattan,2023-05-07,53:35.0,2023,5,May,7,Sun,01. Morning
Drinking Chocolate,3.5,Astoria,2023-04-29,57:49.0,2023,4,Apr,29,Sat,01. Morning
Bakery,3.5,Astoria,2023-05-23,30:35.0,2023,5,May,23,Tue,01. Morning
Bakery,3.5,Astoria,2023-05-03,40:02.0,2023,5,May,3,Wed,01. Morning
Coffee,3.5,Astoria,2023-06-27,35:24.0,2023,6,Jun,27,Tue,01. Morning
Bakery,3.5,Lower Manhattan,2023-04-29,46:11.0,2023,4,Apr,29,Sat,01. Morning
Bakery,3.5,Astoria,2023-05-25,08:20.0,2023,5,May,25,Thu,01. Morning
Bakery,3.5,Hell's Kitchen,2023-01-18,13:12.0,2023,1,Jan,18,Wed,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-06-26,25:25.0,2023,6,Jun,26,Mon,03. Evening
Bakery,3.5,Astoria,2023-03-23,36:22.0,2023,3,Mar,23,Thu,02. Afternoon
Drinking Chocolate,3.5,Lower Manhattan,2023-02-04,46:46.0,2023,2,Feb,4,Sat,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-27,20:34.0,2023,6,Jun,27,Tue,01. Morning
Bakery,3.5,Lower Manhattan,2023-01-27,44:42.0,2023,1,Jan,27,Fri,01. Morning
Coffee,3.5,Astoria,2023-03-30,57:52.0,2023,3,Mar,30,Thu,01. Morning
Bakery,3.5,Lower Manhattan,2023-04-05,44:01.0,2023,4,Apr,5,Wed,01. Morning
Coffee,3.5,Hell's Kitchen,2023-01-31,52:19.0,2023,1,Jan,31,Tue,01. Morning
Bakery,3.5,Lower Manhattan,2023-04-05,04:18.0,2023,4,Apr,5,Wed,01. Morning
Coffee,3.5,Hell's Kitchen,2023-02-04,57:49.0,2023,2,Feb,4,Sat,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-01-27,25:30.0,2023,1,Jan,27,Fri,01. Morning
Bakery,3.5,Astoria,2023-05-07,50:42.0,2023,5,May,7,Sun,01. Morning
Bakery,3.5,Lower Manhattan,2023-03-30,53:14.0,2023,3,Mar,30,Thu,01. Morning
Coffee,3.5,Astoria,2023-02-25,56:29.0,2023,2,Feb,25,Sat,01. Morning
Drinking Chocolate,3.5,Astoria,2023-01-26,05:07.0,2023,1,Jan,26,Thu,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-05-07,10:15.0,2023,5,May,7,Sun,01. Morning
Bakery,3.5,Astoria,2023-04-28,43:48.0,2023,4,Apr,28,Fri,03. Evening
Drinking Chocolate,3.5,Lower Manhattan,2023-04-05,27:48.0,2023,4,Apr,5,Wed,01. Morning
Drinking Chocolate,3.5,Astoria,2023-03-02,53:18.0,2023,3,Mar,2,Thu,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-05-25,22:21.0,2023,5,May,25,Thu,01. Morning
Bakery,3.5,Hell's Kitchen,2023-06-13,47:39.0,2023,6,Jun,13,Tue,01. Morning
Drinking Chocolate,3.5,Astoria,2023-04-29,40:06.0,2023,4,Apr,29,Sat,01. Morning
Bakery,3.5,Hell's Kitchen,2023-06-13,46:22.0,2023,6,Jun,13,Tue,01. Morning
Bakery,3.5,Astoria,2023-04-16,07:41.0,2023,4,Apr,16,Sun,01. Morning
Bakery,3.5,Hell's Kitchen,2023-04-30,42:24.0,2023,4,Apr,30,Sun,01. Morning
Coffee,3.5,Hell's Kitchen,2023-03-30,45:26.0,2023,3,Mar,30,Thu,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-01-26,09:59.0,2023,1,Jan,26,Thu,02. Afternoon
Coffee,3.5,Lower Manhattan,2023-06-03,54:07.0,2023,6,Jun,3,Sat,01. Morning
Bakery,3.5,Lower Manhattan,2023-02-25,22:51.0,2023,2,Feb,25,Sat,01. Morning
Bakery,3.5,Astoria,2023-02-12,17:09.0,2023,2,Feb,12,Sun,01. Morning
Coffee,3.5,Astoria,2023-06-13,09:16.0,2023,6,Jun,13,Tue,01. Morning
Coffee,3.5,Lower Manhattan,2023-06-07,53:35.0,2023,6,Jun,7,Wed,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-07,01:19.0,2023,6,Jun,7,Wed,01. Morning
Coffee,3.5,Lower Manhattan,2023-04-04,42:37.0,2023,4,Apr,4,Tue,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-03-10,43:49.0,2023,3,Mar,10,Fri,01. Morning
Coffee,3.5,Hell's Kitchen,2023-03-24,19:02.0,2023,3,Mar,24,Fri,03. Evening
Drinking Chocolate,3.5,Astoria,2023-01-29,07:29.0,2023,1,Jan,29,Sun,03. Evening
Bakery,3.5,Lower Manhattan,2023-06-26,39:19.0,2023,6,Jun,26,Mon,01. Morning
Drinking Chocolate,3.5,Lower Manhattan,2023-06-26,27:14.0,2023,6,Jun,26,Mon,01. Morning
Bakery,3.5,Hell's Kitchen,2023-06-08,24:16.0,2023,6,Jun,8,Thu,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-17,49:08.0,2023,6,Jun,17,Sat,02. Afternoon
Bakery,3.5,Astoria,2023-06-24,11:11.0,2023,6,Jun,24,Sat,01. Morning
Bakery,3.5,Astoria,2023-06-11,30:04.0,2023,6,Jun,11,Sun,01. Morning
Bakery,3.5,Astoria,2023-03-10,44:24.0,2023,3,Mar,10,Fri,01. Morning
Coffee,3.5,Hell's Kitchen,2023-05-01,21:13.0,2023,5,May,1,Mon,03. Evening
Drinking Chocolate,3.5,Hell's Kitchen,2023-05-01,31:27.0,2023,5,May,1,Mon,03. Evening
Coffee,3.5,Lower Manhattan,2023-03-10,43:49.0,2023,3,Mar,10,Fri,01. Morning
Coffee,3.5,Lower Manhattan,2023-01-18,35:33.0,2023,1,Jan,18,Wed,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-05-01,50:46.0,2023,5,May,1,Mon,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-07,42:45.0,2023,6,Jun,7,Wed,01. Morning
Coffee,3.5,Lower Manhattan,2023-02-06,32:42.0,2023,2,Feb,6,Mon,03. Evening
Drinking Chocolate,3.5,Astoria,2023-06-25,12:12.0,2023,6,Jun,25,Sun,03. Evening
Bakery,3.5,Hell's Kitchen,2023-05-16,25:27.0,2023,5,May,16,Tue,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-05-01,36:13.0,2023,5,May,1,Mon,03. Evening
Bakery,3.5,Astoria,2023-03-29,22:16.0,2023,3,Mar,29,Wed,02. Afternoon
Coffee,3.5,Hell's Kitchen,2023-02-02,50:32.0,2023,2,Feb,2,Thu,01. Morning
Bakery,3.5,Astoria,2023-06-11,28:30.0,2023,6,Jun,11,Sun,01. Morning
Bakery,3.5,Lower Manhattan,2023-05-01,46:49.0,2023,5,May,1,Mon,02. Afternoon
Bakery,3.5,Astoria,2023-04-05,49:53.0,2023,4,Apr,5,Wed,02. Afternoon
Drinking Chocolate,3.5,Astoria,2023-06-11,26:02.0,2023,6,Jun,11,Sun,01. Morning
Drinking Chocolate,3.5,Astoria,2023-03-01,05:56.0,2023,3,Mar,1,Wed,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-03-29,51:51.0,2023,3,Mar,29,Wed,03. Evening
Bakery,3.5,Astoria,2023-05-01,03:50.0,2023,5,May,1,Mon,03. Evening
Bakery,3.5,Lower Manhattan,2023-05-03,55:14.0,2023,5,May,3,Wed,01. Morning
Coffee,3.5,Hell's Kitchen,2023-05-01,08:36.0,2023,5,May,1,Mon,03. Evening
Bakery,3.5,Hell's Kitchen,2023-05-16,34:29.0,2023,5,May,16,Tue,02. Afternoon
Drinking Chocolate,3.5,Astoria,2023-04-03,59:37.0,2023,4,Apr,3,Mon,02. Afternoon
Coffee,3.5,Astoria,2023-01-29,32:11.0,2023,1,Jan,29,Sun,03. Evening
Drinking Chocolate,3.5,Lower Manhattan,2023-04-03,55:36.0,2023,4,Apr,3,Mon,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-06-08,09:55.0,2023,6,Jun,8,Thu,01. Morning
Coffee,3.5,Astoria,2023-05-01,40:18.0,2023,5,May,1,Mon,03. Evening
Coffee,3.5,Astoria,2023-06-11,20:16.0,2023,6,Jun,11,Sun,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-04-03,45:20.0,2023,4,Apr,3,Mon,02. Afternoon
Bakery,3.5,Astoria,2023-06-24,25:16.0,2023,6,Jun,24,Sat,02. Afternoon
Bakery,3.5,Astoria,2023-05-06,51:27.0,2023,5,May,6,Sat,03. Evening
Bakery,3.5,Astoria,2023-02-26,31:45.0,2023,2,Feb,26,Sun,03. Evening
Bakery,3.5,Astoria,2023-04-18,42:59.0,2023,4,Apr,18,Tue,03. Evening
Bakery,3.5,Astoria,2023-04-03,52:13.0,2023,4,Apr,3,Mon,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-02-07,35:18.0,2023,2,Feb,7,Tue,01. Morning
Coffee,3.5,Hell's Kitchen,2023-06-10,09:15.0,2023,6,Jun,10,Sat,03. Evening
Bakery,3.5,Lower Manhattan,2023-04-18,45:54.0,2023,4,Apr,18,Tue,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-05-09,42:24.0,2023,5,May,9,Tue,01. Morning
Coffee,3.5,Astoria,2023-06-25,13:07.0,2023,6,Jun,25,Sun,03. Evening
Bakery,3.5,Astoria,2023-06-25,12:18.0,2023,6,Jun,25,Sun,03. Evening
Bakery,3.5,Lower Manhattan,2023-02-02,25:27.0,2023,2,Feb,2,Thu,01. Morning
Bakery,3.5,Astoria,2023-02-01,46:55.0,2023,2,Feb,1,Wed,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-02-02,59:47.0,2023,2,Feb,2,Thu,01. Morning
Bakery,3.5,Hell's Kitchen,2023-03-10,25:44.0,2023,3,Mar,10,Fri,01. Morning
Bakery,3.5,Astoria,2023-03-29,30:57.0,2023,3,Mar,29,Wed,02. Afternoon
Drinking Chocolate,3.5,Hell's Kitchen,2023-01-30,30:00.0,2023,1,Jan,30,Mon,02. Afternoon
Coffee,3.5,Astoria,2023-05-01,24:41.0,2023,5,May,1,Mon,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-02-07,37:41.0,2023,2,Feb,7,Tue,01. Morning
Coffee,3.5,Astoria,2023-02-07,48:50.0,2023,2,Feb,7,Tue,01. Morning
Drinking Chocolate,3.5,Lower Manhattan,2023-05-02,43:31.0,2023,5,May,2,Tue,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-05-24,30:19.0,2023,5,May,24,Wed,01. Morning
Bakery,3.5,Astoria,2023-06-17,19:56.0,2023,6,Jun,17,Sat,02. Afternoon
Coffee,3.5,Hell's Kitchen,2023-04-30,42:38.0,2023,4,Apr,30,Sun,01. Morning
Bakery,3.5,Lower Manhattan,2023-03-29,59:39.0,2023,3,Mar,29,Wed,02. Afternoon
Bakery,3.5,Astoria,2023-03-10,19:23.0,2023,3,Mar,10,Fri,01. Morning
Bakery,3.5,Lower Manhattan,2023-05-24,00:30.0,2023,5,May,24,Wed,01. Morning
Coffee,3.5,Hell's Kitchen,2023-05-02,13:24.0,2023,5,May,2,Tue,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-05-02,24:08.0,2023,5,May,2,Tue,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-03-01,21:46.0,2023,3,Mar,1,Wed,01. Morning
Coffee,3.5,Lower Manhattan,2023-06-17,51:41.0,2023,6,Jun,17,Sat,02. Afternoon
Drinking Chocolate,3.5,Astoria,2023-06-02,23:36.0,2023,6,Jun,2,Fri,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-03-25,59:12.0,2023,3,Mar,25,Sat,01. Morning
Drinking Chocolate,3.5,Astoria,2023-02-07,09:45.0,2023,2,Feb,7,Tue,01. Morning
Coffee,3.5,Hell's Kitchen,2023-05-02,50:09.0,2023,5,May,2,Tue,01. Morning
Bakery,3.5,Astoria,2023-05-01,34:10.0,2023,5,May,1,Mon,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-06-10,02:03.0,2023,6,Jun,10,Sat,03. Evening
Drinking Chocolate,3.5,Hell's Kitchen,2023-02-02,02:04.0,2023,2,Feb,2,Thu,01. Morning
Coffee,3.5,Astoria,2023-05-02,03:07.0,2023,5,May,2,Tue,01. Morning
Bakery,3.5,Astoria,2023-05-02,16:51.0,2023,5,May,2,Tue,01. Morning
Coffee,3.5,Hell's Kitchen,2023-03-10,30:03.0,2023,3,Mar,10,Fri,01. Morning
Coffee,3.5,Hell's Kitchen,2023-02-01,08:11.0,2023,2,Feb,1,Wed,02. Afternoon
Bakery,3.5,Astoria,2023-06-25,30:48.0,2023,6,Jun,25,Sun,03. Evening
Bakery,3.5,Astoria,2023-05-16,50:54.0,2023,5,May,16,Tue,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-02-07,14:03.0,2023,2,Feb,7,Tue,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-11,14:28.0,2023,6,Jun,11,Sun,03. Evening
Bakery,3.5,Lower Manhattan,2023-05-07,21:33.0,2023,5,May,7,Sun,01. Morning
Coffee,3.5,Hell's Kitchen,2023-04-30,00:00.0,2023,4,Apr,30,Sun,03. Evening
Drinking Chocolate,3.5,Hell's Kitchen,2023-02-05,54:16.0,2023,2,Feb,5,Sun,03. Evening
Bakery,3.5,Lower Manhattan,2023-06-15,54:26.0,2023,6,Jun,15,Thu,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-14,41:50.0,2023,6,Jun,14,Wed,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-11,29:14.0,2023,6,Jun,11,Sun,01. Morning
Bakery,3.5,Astoria,2023-03-24,02:24.0,2023,3,Mar,24,Fri,01. Morning
Bakery,3.5,Lower Manhattan,2023-03-01,18:07.0,2023,3,Mar,1,Wed,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-11,27:31.0,2023,6,Jun,11,Sun,03. Evening
Coffee,3.5,Hell's Kitchen,2023-03-30,29:01.0,2023,3,Mar,30,Thu,01. Morning
Bakery,3.5,Lower Manhattan,2023-02-05,31:44.0,2023,2,Feb,5,Sun,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-03-30,26:34.0,2023,3,Mar,30,Thu,01. Morning
Coffee,3.5,Hell's Kitchen,2023-06-07,21:45.0,2023,6,Jun,7,Wed,03. Evening
Coffee,3.5,Astoria,2023-03-11,03:40.0,2023,3,Mar,11,Sat,01. Morning
Bakery,3.5,Astoria,2023-06-07,56:37.0,2023,6,Jun,7,Wed,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-11,57:48.0,2023,6,Jun,11,Sun,03. Evening
Bakery,3.5,Hell's Kitchen,2023-02-26,10:40.0,2023,2,Feb,26,Sun,01. Morning
Bakery,3.5,Lower Manhattan,2023-02-26,35:34.0,2023,2,Feb,26,Sun,01. Morning
Coffee,3.5,Hell's Kitchen,2023-02-06,36:05.0,2023,2,Feb,6,Mon,03. Evening
Bakery,3.5,Lower Manhattan,2023-03-11,28:29.0,2023,3,Mar,11,Sat,01. Morning
Coffee,3.5,Astoria,2023-03-11,25:40.0,2023,3,Mar,11,Sat,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-06-12,13:14.0,2023,6,Jun,12,Mon,01. Morning
Bakery,3.5,Hell's Kitchen,2023-06-12,11:44.0,2023,6,Jun,12,Mon,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-12,01:43.0,2023,6,Jun,12,Mon,01. Morning
Drinking Chocolate,3.5,Astoria,2023-01-28,30:18.0,2023,1,Jan,28,Sat,03. Evening
Drinking Chocolate,3.5,Lower Manhattan,2023-02-03,58:23.0,2023,2,Feb,3,Fri,01. Morning
Coffee,3.5,Lower Manhattan,2023-04-30,55:25.0,2023,4,Apr,30,Sun,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-07,16:38.0,2023,6,Jun,7,Wed,01. Morning
Bakery,3.5,Lower Manhattan,2023-06-10,43:49.0,2023,6,Jun,10,Sat,01. Morning
Drinking Chocolate,3.5,Astoria,2023-06-17,48:56.0,2023,6,Jun,17,Sat,01. Morning
Coffee,3.5,Astoria,2023-02-05,40:24.0,2023,2,Feb,5,Sun,02. Afternoon
Drinking Chocolate,3.5,Astoria,2023-06-11,52:31.0,2023,6,Jun,11,Sun,03. Evening
Bakery,3.5,Lower Manhattan,2023-05-06,23:58.0,2023,5,May,6,Sat,01. Morning
Bakery,3.5,Astoria,2023-02-05,56:58.0,2023,2,Feb,5,Sun,02. Afternoon
Coffee,3.5,Astoria,2023-01-29,24:23.0,2023,1,Jan,29,Sun,01. Morning
Bakery,3.5,Astoria,2023-06-12,28:53.0,2023,6,Jun,12,Mon,01. Morning
Coffee,3.5,Hell's Kitchen,2023-02-02,36:58.0,2023,2,Feb,2,Thu,03. Evening
Drinking Chocolate,3.5,Astoria,2023-01-25,34:56.0,2023,1,Jan,25,Wed,01. Morning
Coffee,3.5,Astoria,2023-03-24,24:49.0,2023,3,Mar,24,Fri,01. Morning
Bakery,3.5,Lower Manhattan,2023-02-05,25:20.0,2023,2,Feb,5,Sun,02. Afternoon
Bakery,3.5,Astoria,2023-01-29,26:16.0,2023,1,Jan,29,Sun,01. Morning
Bakery,3.5,Hell's Kitchen,2023-02-06,22:49.0,2023,2,Feb,6,Mon,03. Evening
Coffee,3.5,Lower Manhattan,2023-03-24,29:21.0,2023,3,Mar,24,Fri,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-02-01,16:17.0,2023,2,Feb,1,Wed,03. Evening
Bakery,3.5,Astoria,2023-01-12,20:24.0,2023,1,Jan,12,Thu,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-03-29,51:22.0,2023,3,Mar,29,Wed,03. Evening
Drinking Chocolate,3.5,Astoria,2023-04-03,04:01.0,2023,4,Apr,3,Mon,03. Evening
Coffee,3.5,Astoria,2023-06-11,47:59.0,2023,6,Jun,11,Sun,01. Morning
Coffee,3.5,Astoria,2023-02-26,44:27.0,2023,2,Feb,26,Sun,02. Afternoon
Bakery,3.5,Hell's Kitchen,2023-05-05,41:30.0,2023,5,May,5,Fri,03. Evening
Bakery,3.5,Hell's Kitchen,2023-06-14,30:55.0,2023,6,Jun,14,Wed,03. Evening
Coffee,3.5,Astoria,2023-05-16,50:24.0,2023,5,May,16,Tue,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-06-26,03:29.0,2023,6,Jun,26,Mon,01. Morning
Drinking Chocolate,3.5,Astoria,2023-02-04,46:12.0,2023,2,Feb,4,Sat,03. Evening
Bakery,3.5,Hell's Kitchen,2023-05-01,47:29.0,2023,5,May,1,Mon,02. Afternoon
Coffee,3.5,Hell's Kitchen,2023-03-01,17:13.0,2023,3,Mar,1,Wed,02. Afternoon
Bakery,3.5,Astoria,2023-02-05,11:56.0,2023,2,Feb,5,Sun,02. Afternoon
Bakery,3.5,Lower Manhattan,2023-06-26,53:46.0,2023,6,Jun,26,Mon,01. Morning
Coffee,3.5,Astoria,2023-06-11,03:40.0,2023,6,Jun,11,Sun,01. Morning
Drinking Chocolate,3.5,Lower Manhattan,2023-06-11,52:51.0,2023,6,Jun,11,Sun,01. Morning
Coffee,3.5,Astoria,2023-06-02,47:02.0,2023,6,Jun,2,Fri,02. Afternoon
Drinking Chocolate,3.5,Hell's Kitchen,2023-06-08,52:21.0,2023,6,Jun,8,Thu,01. Morning
Bakery,3.5,Lower Manhattan,2023-04-29,48:58.0,2023,4,Apr,29,Sat,01. Morning
Bakery,3.5,Lower Manhattan,2023-05-06,53:59.0,2023,5,May,6,Sat,01. Morning
Bakery,3.5,Hell's Kitchen,2023-06-11,33:47.0,2023,6,Jun,11,Sun,01. Morning
Drinking Chocolate,3.5,Hell's Kitchen,2023-03-01,16:17.0,2023,3,Mar,1,Wed,03. Evening
Bakery,3.5,Astoria,2023-04-18,25:07.0,2023,4,Apr,18,Tue,01. Morning
Bakery,3.5,Astoria,2023-03-24,48:24.0,2023,3,Mar,24,Fri,01. Morning
Bakery,3.5,Lower Manhattan,2023-03-30,48:32.0,2023,3,Mar,30,Thu,01. Morning
Bakery,3.5,Astoria,2023-04-30,34:08.0,2023,4,Apr,30,Sun,01. Morning
Coffee,3.5,Hell's Kitchen,2023-06-02,08:34.0,2023,6,Jun,2,Fri,03. Evening
Coffee,3.5,Hell's Kitchen,2023-04-03,08:10.0,2023,4,Apr,3,Mon,03. Evening
Coffee,3.5,Astoria,2023-06-11,25:40.0,2023,6,Jun,11,Sun,02. Afternoon
Coffee,3.5,Hell's Kitchen,2023-02-24,50:46.0,2023,2,Feb,24,Fri,02. Afternoon
Bakery,3.5,Astoria,2023-05-06,01:24.0,2023,5,May,6,Sat,03. Evening
Bakery,3.5,Astoria,2023-02-26,21:23.0,2023,2,Feb,26,Sun,02. Afternoon
Bakery,3.5,Astoria,2023-05-23,40:49.0,2023,5,May,23,Tue,03. Evening
Bakery,3.5,Astoria,2023-03-29,00:37.0,2023,3,Mar,29,Wed,03. Evening
Bakery,3.5,Lower Manhattan,2023-03-01,33:36.0,2023,3,Mar,1,Wed,02. Afternoon
Drinking Chocolate,3.5,Hell's Kitchen,2023-06-26,08:52.0,2023,6,Jun,26,Mon,01. Morning
Bakery,3.5,Hell's Kitchen,2023-03-11,49:59.0,2023,3,Mar,11,Sat,01. Morning
Bakery,3.5,Astoria,2023-05-04,02:15.0,2023,5,May,4,Thu,03. Evening
Bakery,3.5,Astoria,2023-02-02,47:04.0,2023,2,Feb,2,Thu,02. Afternoon
Bakery,3.5,Astoria,2023-04-25,01:39.0,2023,4,Apr,25,Tue,02. Afternoon
